Source,Affiliation,Institution,Country,DOI,ORCID,gleif,grid,psi,wikidata,isni
CrossRef,"Krebs Institute for Biomolecular Research, Department of Molecular Biology and Biotechnology; University of Sheffield; Firth Court Western Bank Sheffield S10 2TN UK","Krebs Institute for Biomolecular Research, Department of Molecular Biology and Biotechnology; University of Sheffield;",UK,10.1002/anie.201607185,http://orcid.org/0000-0002-9430-6822,,,,,
CrossRef,"Stereotaxic Laboratory, Neurosurgical Clinic, Helsinki, Finland","Stereotaxic Laboratory, Neurosurgical Clinic",FI,10.3171/jns.1968.29.2.0160,,,,,,
CrossRef,Department of Psychiatry; University of Illinois at Chicago; Chicago; IL; USA,Department of Psychiatry; University of Illinois at Chicago;,US,10.1002/gps.3939,,,,,,
CrossRef,"King’s College London, London, UK",Kinga?s College London,UK,10.1115/detc2016-60540,,,,,,
CrossRef,"Department of Trauma and Orthopaedic Surgery, Royal London Hospital, Whitechapel, London, UK","Department of Trauma and Orthopaedic Surgery, Royal London Hospital",UK,10.1308/rcsann.2017.0033,,,,,,
CrossRef,"Department of Radiology, The Catholic University of Korea, Uijeongbu St. Mary's Hospital, Korea.","Department of Radiology, The Catholic University of Korea",KR,10.3348/jkrs.2006.55.6.613,,,,,,
CrossRef,"Department of Radiology, Gyeongsang National University College of Medicine, Korea.","Department of Radiology, Gyeongsang National University College of Medicine",KR,10.3348/jkrs.1997.37.1.89,,,,,,
CrossRef,Department of Gastroenterology; Ogaki Municipal Hospital; Ogaki Japan,Department of Gastroenterology; Ogaki Municipal Hospital;,JP,10.1111/liv.12907,,,,,,
CrossRef,"Department of Naval Architecture and Ocean Engineering, National Kaohsiung Marine University, Kaohsiung 811, Taiwan","Department of Naval Architecture and Ocean Engineering, National Kaohsiung Marine University",TW,10.1155/2013/409846,,,,,,
CrossRef,Institute of Animal Breeding and Husbandry; Christian-Albrechts-University; Kiel Germany,Institute of Animal Breeding and Husbandry; Christian-Albrechts-University;,DE,10.1111/tbed.12106,,,,,,
CrossRef,"MOE Key Laboratory of Applied Physics and Chemistry in Space, Department of Applied Chemistry, College of Science; Northwestern Polytechnical University; Xi'an 710072 China","MOE Key Laboratory of Applied Physics and Chemistry in Space, Department of Applied Chemistry, College of Science; Northwestern Polytechnical University;",CN,10.1002/pat.3851,,,,,,
CrossRef,"Associate professor, School of Criminal Justice, Michigan State University, 560 Baker Hall East Lansing, MI 48824-1118, US.","Associate professor, School of Criminal Justice, Michigan State University",US,10.1520/jfs12749j,,,,,,
CrossRef,Sweet Briar College; USA,Sweet Briar College;,US,10.1002/9781118410868.wbehibs381,,,,,,
CrossRef,Institute of Human Genetics of the Polish Academy of Sciences; Poznań Poland,Institute of Human Genetics of the Polish Academy of Sciences;,PL,10.1002/rmv.1785,,,,,,
CrossRef,"European Commission, Joint Research Centre, Institute for Reference Materials and Measurements (present address), formerly CSIRO Plant Industry, Black Mountain Laboratories, Canberra ACT 2601, Australia.","European Commission, Joint Research Centre, Institute for Reference Materials and Measurements (present address)",AU,10.1094/cchem-10-12-0133-r,,,,,,
CrossRef,ABR Incorporated-Environmental Research and Services; P.O. Box 80410 Fairbanks AK 99708,ABR Incorporated-Environmental Research and Services;,US,10.1002/wsb.357,,,,,,
CrossRef,"NamesforLife, LLC","NamesforLife, LLC",,10.1601/tx.27662,http://orcid.org/0000-0002-7436-3176,,,,,
CrossRef,"NamesforLife, LLC","NamesforLife, LLC",,10.1601/ex.16619,http://orcid.org/0000-0002-7436-3176,,,,,
CrossRef,"Pharmaceutical Faculty, University of Osaka","Pharmaceutical Faculty, University of Osaka",,10.1248/yakushi1947.78.2_112,,,,,,
CrossRef,"Institute for Nuclear Research, Kyiv, 03680 Ukraine",Institute for Nuclear Research,UA,10.1520/jai104050,,,,,,
CrossRef,"Laboratoire d'Etude des Surfaces et Interfaces, Ecole des Hautes Etudes Industrielles, CNRS U.A. 253, 13, rue de Toul, Lille Cédex 59046, France","Laboratoire d'Etude des Surfaces et Interfaces, Ecole des Hautes Etudes Industrielles, CNRS U.A. 253",FR,10.1155/lc.8.1,,,,,,
CrossRef,Clinical Research Division; Fred Hutchinson Cancer Research Center and the University of Washington; Seattle; WA; USA,Clinical Research Division; Fred Hutchinson Cancer Research Center and the University of Washington;,US,10.1111/j.1365-2141.2012.09251.x,,,,,,
CrossRef,Instituto Nacional de Pesquisas da Amazônia,Instituto Nacional de Pesquisas da AmazA? ?nia,,10.1590/s0100-204x2007000700007,,,,,,
CrossRef,"Department of Medicine, Massachusetts General Hospital, MGH Clinical Laboratory Research Core, Boston, MA 02114, USA","Department of Medicine, Massachusetts General Hospital, MGH Clinical Laboratory Research Core",US,10.1155/2013/294534,,,,,,
CrossRef,Institute of Biology; Scientific Research Centre; Slovenian Academy of Sciences and Arts; Ljubljana; Slovenia,Institute of Biology; Scientific Research Centre; Slovenian Academy of Sciences and Arts;,SI,10.1111/eth.12111,,,,,,
CrossRef,Biogeochemistry Department; Max Planck Institute for Chemistry; Mainz Germany,Biogeochemistry Department; Max Planck Institute for Chemistry;,DE,10.1029/2001jd001337,,,,,,
CrossRef,Divisions of Clinical Immunology & Allergy; McMaster University; Hamilton ON Canada,Divisions of Clinical Immunology & Allergy; McMaster University;,CA,10.1111/cea.12194,,,,,,
CrossRef,John Carroll University,John Carroll University,,10.1111/emip.12058,,,,,,
CrossRef,Department of Philosophy; University of California; Davis; 1 Shields Ave.; Davis; CA; 95616; USA,Department of Philosophy; University of California; Davis;,US,10.1111/j.1467-9973.2012.01745.x,,,,,,
CrossRef,"Department of Anatomical Sciences; School of Medicine, St George's University; Grenada West Indies","Department of Anatomical Sciences; School of Medicine, St George's University;",,10.1002/ca.22705,,,,,,
CrossRef,"Yeshiva University, New York, New York",Yeshiva University,,10.1044/jshr.1001.77,,,,,,
CrossRef,"UVP, Inc.; Upland California","UVP, Inc.; Upland California",US,10.1002/0471140864.psa04ks52,,,,,,
CrossRef,"Department of Material Science, Graduate School of Engineering, Tokai University","Department of Material Science, Graduate School of Engineering, Tokai University",,10.2320/matertrans.mra2007054,,,,,,
CrossRef,"Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States). Carbon Dioxide Information Analysis Center","Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States). Carbon Dioxide Information Analysis Center",,10.2172/1178927,,,,,,
CrossRef,Department of Clinical Laboratory; Jinhua Central Hospital; Jinhua China,Department of Clinical Laboratory; Jinhua Central Hospital;,CN,10.1002/jcla.22141,,,,,,
CrossRef,"Faculty of Education and Social Work, University of Sydney","Faculty of Education and Social Work, University of Sydney",,10.1075/aral.35.2.03cru,,,,,,
CrossRef,"School of Navigation, Wuhan University of Technology Wuhan China","School of Navigation, Wuhan University of Technology Wuhan",CN,10.1080/23311916.2016.1247611,,,,,,
CrossRef,"Universidade Federal do Rio de Janeiro,  Brasil",Universidade Federal do Rio de Janeiro,BR,10.1590/s01518-8787.2016050006698,,,,,,
CrossRef,"Smart Structures and Advanced Composites Laboratory, College of Aerospace and Civil Engineering, Harbin Engineering University; Harbin 150001 China","Smart Structures and Advanced Composites Laboratory, College of Aerospace and Civil Engineering, Harbin Engineering University;",CN,10.1002/pc.23843,,,,,,
CrossRef,Department of Chemical Engineering; Chung Yuan Christian University; Chung Li Taiwan R.O.C.,Department of Chemical Engineering; Chung Yuan Christian University;,TW,10.1002/ente.201700290,,,,,,
CrossRef,Centre for Information Science; City University London; Northampton Square London EC1V 0HB United Kingdom,Centre for Information Science; City University London;,UK,10.1002/asi.23459,,,,,,
CrossRef,"Department of Plastic, Reconstructive and Hand Surgery, Maastricht University Medical Centre, Maastricht, The Netherlands","Department of Plastic, Reconstructive and Hand Surgery, Maastricht University Medical Centre",NL,10.1055/s-0036-1572538,,,,,,
CrossRef,Faculty of Political Science; University of Zagreb; Croatia,Faculty of Political Science; University of Zagreb;,HR,10.1111/2047-8852.12080,,,,,,
CrossRef,"Oncology Unit, Policlinico, Bari, Italy; Urology Unit II, Policlinico, Bari, Italy",Oncology Unit,IT,10.1200/jco.2011.29.7_suppl.398,,,,,,
CrossRef,"Missouri Univ. of Science and Technology, Rolla, MO (United States)",Missouri Univ. of Science and Technology,US,10.2172/1353377,,,,,,
CrossRef,"Department of Neurology, Pusan National University School of Medicine, Busan, Korea.","Department of Neurology, Pusan National University School of Medicine",KR,10.3988/jcn.2014.10.1.24,,,,,,
CrossRef,"Universidade Federal Fluminense,  Brazil",Universidade Federal Fluminense,BR,10.1590/2316-4018485,,,,,,
CrossRef,Institute of Space and Astronautical Science,Institute of Space and Astronautical Science,,10.1143/jpsj.56.1693,,,,,,
CrossRef,California Polytechnic State University - San Luis Obispo,California Polytechnic State University - San Luis Obispo,US,10.15368/agedrpt.2015.13,,,,,,
CrossRef,"Department of Otorhinolaryngology-Head and Neck Surgery; Seoul National University, College of Medicine; Seoul; South Korea","Department of Otorhinolaryngology-Head and Neck Surgery; Seoul National University, College of Medicine;",KR,10.1002/lary.24017,,,,,,
CrossRef,State University of Campinas,State University of Campinas,,10.1590/s1806-83242006000400005,,,,,,
CrossRef,"Faculty of Engineering, Tohokugakuin University","Faculty of Engineering, Tohokugakuin University",,10.2320/jinstmet1952.63.9_1149,,,,,,
CrossRef,"Department of Anesthesiology, Kosin Medical Center, Pusan, Korea.","Department of Anesthesiology, Kosin Medical Center",KR,10.4097/kjae.1988.21.5.788,,,,,,
CrossRef,"Plasma Research Center, University of Tsukuba, Tsukuba 305","Plasma Research Center, University of Tsukuba",,10.1143/jpsj.60.3184,,,,,,
CrossRef,"College of Agricultural and Marine Sciences and Sultan Qaboos University, Oman",College of Agricultural and Marine Sciences and Sultan Qaboos University,OM,10.5220/0005472501410147,,,,,,
CrossRef,Department of Pathology and Laboratory Medicine; American University of Beirut Medical Center; Beirut; Lebanon,Department of Pathology and Laboratory Medicine; American University of Beirut Medical Center;,LB,10.1111/j.1600-0560.2012.01945.x,,,,,,
CrossRef,"Department of Urology, Nara Prefecture General Medical Center, 1-30-1 Hiramatsu, Nara, Nara 631-0846, Japan","Department of Urology, Nara Prefecture General Medical Center",JP,10.1155/2016/6852951,http://orcid.org/0000-0002-1920-6303,,,,,
CrossRef,Food Science and Agricultural Department; University of Naples - Federico II; Via Università 100 I-80055 Portici NA Italy,Food Science and Agricultural Department; University of Naples - Federico II;,IT,10.1002/jsfa.7176,,,,,,
CrossRef,The Field Museum and University of Illinois at Chicago; USA,The Field Museum and University of Illinois at Chicago;,US,10.1002/9781118455074.wbeoe090,,,,,,
CrossRef,Ericsson; Stockholm Sweden,Ericsson;,SE,10.1002/nem.1947,,,,,,
CrossRef,"Chugai Pharmaceutical Co., Ltd.","Chugai Pharmaceutical Co., Ltd.",,10.1248/yakushi1947.72.8_1045,,,,,,
CrossRef,"Department of Occupational Disease, Catholic Industrial Medical Center, Catholic University Medical College, Seoul, Korea.","Department of Occupational Disease, Catholic Industrial Medical Center, Catholic University Medical College",KR,10.4046/trd.1995.42.6.923,,,,,,
CrossRef,"Taiyo Yuden Reseach Institute, 562 Hongo Tsukanaka Haruna-Machi, Gunma-Gun, Gunma 370-33",Taiyo Yuden Reseach Institute,,10.1143/jpsj.62.2062,,,,,,
CrossRef,"Department of Radiology and Research Institute of Radiological Science, Severance Children's Hospital, Yonsei University College of Medicine, Seoul, Korea.","Department of Radiology and Research Institute of Radiological Science, Severance Children's Hospital, Yonsei University College of Medicine",KR,10.3348/jksr.2015.73.3.199,,,,,,
CrossRef,"Dept. of Human Life and Environment, Faculty of Human Life and Environment, Heian Jogakuin (St. Agnes') University","Dept. of Human Life and Environment, Faculty of Human Life and Environment, Heian Jogakuin (St. Agnes') University",,10.3130/aija.69.57_2,,,,,,
CrossRef,"Department of Pharmacognosy and Molecular Basis of Phytotherapy; Medical University of Warsaw, Faculty of Pharmacy; Banacha St. 1; 02-097; Warsaw","Department of Pharmacognosy and Molecular Basis of Phytotherapy; Medical University of Warsaw, Faculty of Pharmacy;",,10.1002/pca.2415,,,,,,
CrossRef,"NamesforLife, LLC","NamesforLife, LLC",,10.1601/tx.4061,http://orcid.org/0000-0002-7436-3176,,,,,
CrossRef,Vascular Surgery Research Laboratory; Division of Vascular and Endovascular Surgery; Brigham and Women's Hospital; Harvard Medical School; Boston Massachusetts,Vascular Surgery Research Laboratory; Division of Vascular and Endovascular Surgery; Brigham and Women's Hospital; Harvard Medical School; Boston Massachusetts,US,10.1002/jcp.24469,,,,,,
CrossRef,University of Minnesota,University of Minnesota,US,10.1111/emip.12106,,,,,,
CrossRef,Independent Scholar,Independent Scholar,,10.1558/ptcs.v15i2.31418,,,,,,
CrossRef,USP,USP,,10.1590/s0101-41612005000200001,,,,,,
CrossRef,"Department of Family Practice, University of California Davis Medical School, Davis, CA","Department of Family Practice, University of California Davis Medical School",US,10.1200/jco.2008.20.0451,,,,,,
CrossRef,Registrar; King Edward Memorial Hospital; Perth WA Australia,Registrar; King Edward Memorial Hospital;,AU,10.1111/ajo.12146,,,,,,
CrossRef,"Thiagarajar College of Engineering, Madurai, Tamilnadu, India",Thiagarajar College of Engineering,IN,10.1145/3009977.3009996,,,,,,
CrossRef,Department of Chemical Biology and Drug Discovery; Utrecht University; Utrecht 3584 CG The Netherlands,Department of Chemical Biology and Drug Discovery; Utrecht University;,NL,10.1002/1873-3468.12708,,,,,,
CrossRef,"NamesforLife, LLC","NamesforLife, LLC",,10.1601/ex.16948,http://orcid.org/0000-0002-7436-3176,,,,,
CrossRef,"Staten Island University Hospital, Staten Island, NY",Staten Island University Hospital,US,10.1200/jco.2004.22.90140.7573,,,,,,
CrossRef,GEOMAR; Helmholtz Centre for Ocean Research; Kiel Germany,GEOMAR; Helmholtz Centre for Ocean Research;,DE,10.1002/grl.50419,,,,,,
CrossRef,Taubman College of Architecture and Urban Planning; University of Michigan at Ann Arbor; 2000 Bonisteel Boulevard Ann Arbor MI 48109 USA,Taubman College of Architecture and Urban Planning; University of Michigan at Ann Arbor;,US,10.1111/1468-2427.12095,,,,,,
CrossRef,"NamesforLife, LLC","NamesforLife, LLC",,10.1601/ex.7204,http://orcid.org/0000-0002-7436-3176,,,,,
CrossRef,Karolinska Institutet University Library; Stockholm; Sweden,Karolinska Institutet University Library;,SE,10.1111/j.1471-1842.2012.00995.x,,,,,,
CrossRef,"Unité de Physiologie de la Reproduction et des Comportements, Institut National de la Recherche Agronomique, Nouzilly 37380, France","UnitA?© de Physiologie de la Reproduction et des Comportements, Institut National de la Recherche Agronomique",FR,10.1155/2008/176275,,,,,,
